behavior__multi_image_types_b962a2b8_behavior__pageref_standalone_h_7b3ab72e	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__multi_image_types_b962a2b8.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__pageref_standalone_h_7b3ab72e.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__multi_image_types_b962a2b8_behavior__pageref_standalone_h_7b3ab72e_redline.docx
behavior__pageref_standalone_h_7b3ab72e_behavior__pageref_standalone_uppercase_h_7701e07f	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__pageref_standalone_h_7b3ab72e.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__pageref_standalone_uppercase_h_7701e07f.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__pageref_standalone_h_7b3ab72e_behavior__pageref_standalone_uppercase_h_7701e07f_redline.docx
behavior__pageref_standalone_uppercase_h_7701e07f_behavior__rtl_header_footer_e1ac81f6	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__pageref_standalone_uppercase_h_7701e07f.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__rtl_header_footer_e1ac81f6.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__pageref_standalone_uppercase_h_7701e07f_behavior__rtl_header_footer_e1ac81f6_redline.docx
behavior__rtl_header_footer_e1ac81f6_behavior__rtl_mixed_bidi_e955f185	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__rtl_header_footer_e1ac81f6.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__rtl_mixed_bidi_e955f185.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__rtl_header_footer_e1ac81f6_behavior__rtl_mixed_bidi_e955f185_redline.docx
behavior__rtl_mixed_bidi_e955f185_behavior__rtl_page_numpages_54739e26	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__rtl_mixed_bidi_e955f185.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__rtl_page_numpages_54739e26.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__rtl_mixed_bidi_e955f185_behavior__rtl_page_numpages_54739e26_redline.docx
behavior__rtl_page_numpages_54739e26_behavior__sd_1960_word_replacement_no_comments_187e8147	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__rtl_page_numpages_54739e26.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_1960_word_replacement_no_comments_187e8147.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__rtl_page_numpages_54739e26_behavior__sd_1960_word_replacement_no_comments_187e8147_redline.docx
behavior__sd_1960_word_replacement_no_comments_187e8147_behavior__sd_2323_image_resize_test_2b8a201a	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_1960_word_replacement_no_comments_187e8147.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2323_image_resize_test_2b8a201a.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__sd_1960_word_replacement_no_comments_187e8147_behavior__sd_2323_image_resize_test_2b8a201a_redline.docx
behavior__sd_2323_image_resize_test_2b8a201a_behavior__sd_2343_table_border_widths_b5148e83	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2323_image_resize_test_2b8a201a.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2343_table_border_widths_b5148e83.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__sd_2323_image_resize_test_2b8a201a_behavior__sd_2343_table_border_widths_b5148e83_redline.docx
behavior__sd_2343_table_border_widths_b5148e83_behavior__sd_2447_toc_tab_alignment_8319c14c	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2343_table_border_widths_b5148e83.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2447_toc_tab_alignment_8319c14c.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__sd_2343_table_border_widths_b5148e83_behavior__sd_2447_toc_tab_alignment_8319c14c_redline.docx
behavior__sd_2447_toc_tab_alignment_8319c14c_behavior__sd_2517_localized_heading_styles_39c2e4a1	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2447_toc_tab_alignment_8319c14c.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2517_localized_heading_styles_39c2e4a1.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__sd_2447_toc_tab_alignment_8319c14c_behavior__sd_2517_localized_heading_styles_39c2e4a1_redline.docx
behavior__sd_2517_localized_heading_styles_39c2e4a1_behavior__sd_2672_gridbefore_vmerge_7c895dff	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2517_localized_heading_styles_39c2e4a1.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2672_gridbefore_vmerge_7c895dff.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__sd_2517_localized_heading_styles_39c2e4a1_behavior__sd_2672_gridbefore_vmerge_7c895dff_redline.docx
behavior__sd_2672_gridbefore_vmerge_7c895dff_behavior__sd_2672_merged_table_821b922c	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2672_gridbefore_vmerge_7c895dff.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2672_merged_table_821b922c.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__sd_2672_gridbefore_vmerge_7c895dff_behavior__sd_2672_merged_table_821b922c_redline.docx
behavior__sd_2672_merged_table_821b922c_behavior__sd_2672_multipara_cell_4d1f068e	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2672_merged_table_821b922c.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2672_multipara_cell_4d1f068e.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__sd_2672_merged_table_821b922c_behavior__sd_2672_multipara_cell_4d1f068e_redline.docx
behavior__sd_2672_multipara_cell_4d1f068e_behavior__sd_2672_nested_table_dfac08bb	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2672_multipara_cell_4d1f068e.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2672_nested_table_dfac08bb.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__sd_2672_multipara_cell_4d1f068e_behavior__sd_2672_nested_table_dfac08bb_redline.docx
behavior__sd_2672_nested_table_dfac08bb_behavior__sd_2672_plain_3x3_87943d5d	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2672_nested_table_dfac08bb.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2672_plain_3x3_87943d5d.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__sd_2672_nested_table_dfac08bb_behavior__sd_2672_plain_3x3_87943d5d_redline.docx
behavior__sd_2672_plain_3x3_87943d5d_behavior__sd_2672_rtl_table_63bd9d10	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2672_plain_3x3_87943d5d.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2672_rtl_table_63bd9d10.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__sd_2672_plain_3x3_87943d5d_behavior__sd_2672_rtl_table_63bd9d10_redline.docx
behavior__sd_2672_rtl_table_63bd9d10_behavior__sd_2672_sdt_table_fc038913	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2672_rtl_table_63bd9d10.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2672_sdt_table_fc038913.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__sd_2672_rtl_table_63bd9d10_behavior__sd_2672_sdt_table_fc038913_redline.docx
behavior__sd_2672_sdt_table_fc038913_behavior__sd_2750_borderbox_7cd3768d	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2672_sdt_table_fc038913.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2750_borderbox_7cd3768d.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__sd_2672_sdt_table_fc038913_behavior__sd_2750_borderbox_7cd3768d_redline.docx
behavior__sd_2750_borderbox_7cd3768d_behavior__sd_2888_hyperlink_with_ampersand_aaaac3bc	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2750_borderbox_7cd3768d.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2888_hyperlink_with_ampersand_aaaac3bc.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__sd_2750_borderbox_7cd3768d_behavior__sd_2888_hyperlink_with_ampersand_aaaac3bc_redline.docx
behavior__sd_2888_hyperlink_with_ampersand_aaaac3bc_behavior__tiff_image_2d531f83	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__sd_2888_hyperlink_with_ampersand_aaaac3bc.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__tiff_image_2d531f83.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__sd_2888_hyperlink_with_ampersand_aaaac3bc_behavior__tiff_image_2d531f83_redline.docx
behavior__tiff_image_2d531f83_behavior__two_column_simple_e77be963	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__tiff_image_2d531f83.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__two_column_simple_e77be963.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__tiff_image_2d531f83_behavior__two_column_simple_e77be963_redline.docx
behavior__two_column_simple_e77be963_behavior__word_native_bullet_circle_80d6f323	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__two_column_simple_e77be963.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__word_native_bullet_circle_80d6f323.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__two_column_simple_e77be963_behavior__word_native_bullet_circle_80d6f323_redline.docx
behavior__word_native_bullet_circle_80d6f323_behavior__word_native_bullet_disc_bfbeb2dd	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__word_native_bullet_circle_80d6f323.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__word_native_bullet_disc_bfbeb2dd.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__word_native_bullet_circle_80d6f323_behavior__word_native_bullet_disc_bfbeb2dd_redline.docx
behavior__word_native_bullet_disc_bfbeb2dd_behavior__word_native_bullet_square_da8bb73c	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__word_native_bullet_disc_bfbeb2dd.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/behavior__word_native_bullet_square_da8bb73c.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/behavior__word_native_bullet_disc_bfbeb2dd_behavior__word_native_bullet_square_da8bb73c_redline.docx
doc_api_stories__diff_doc1_835f4535_doc_api_stories__diff_doc2_bc0da0ce	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/doc_api_stories__diff_doc1_835f4535.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/doc_api_stories__diff_doc2_bc0da0ce.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/doc_api_stories__diff_doc1_835f4535_doc_api_stories__diff_doc2_bc0da0ce_redline.docx
doc_api_stories__diff_doc2_bc0da0ce_doc_api_stories__numwords_8be5f783	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/doc_api_stories__diff_doc2_bc0da0ce.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/doc_api_stories__numwords_8be5f783.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/doc_api_stories__diff_doc2_bc0da0ce_doc_api_stories__numwords_8be5f783_redline.docx
doc_api_stories__numwords_8be5f783_doc_api_stories__sd_2086_header_row_shading_api_9757ca5b	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/doc_api_stories__numwords_8be5f783.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/doc_api_stories__sd_2086_header_row_shading_api_9757ca5b.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/doc_api_stories__numwords_8be5f783_doc_api_stories__sd_2086_header_row_shading_api_9757ca5b_redline.docx
doc_api_stories__sd_2086_header_row_shading_api_9757ca5b_doc_api_stories__table_style_options_roundtrip_10222e60	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/doc_api_stories__sd_2086_header_row_shading_api_9757ca5b.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/doc_api_stories__table_style_options_roundtrip_10222e60.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/doc_api_stories__sd_2086_header_row_shading_api_9757ca5b_doc_api_stories__table_style_options_roundtrip_10222e60_redline.docx
evals__basic_list_b4d9bb45_evals__blank_bc294b57	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/evals__basic_list_b4d9bb45.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/evals__blank_bc294b57.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/evals__basic_list_b4d9bb45_evals__blank_bc294b57_redline.docx
evals__blank_bc294b57_evals__comments_doc_79800b37	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/evals__blank_bc294b57.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/evals__comments_doc_79800b37.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/evals__blank_bc294b57_evals__comments_doc_79800b37_redline.docx
evals__comments_doc_79800b37_evals__document_9bff7e1b	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/evals__comments_doc_79800b37.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/evals__document_9bff7e1b.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/evals__comments_doc_79800b37_evals__document_9bff7e1b_redline.docx
evals__document_9bff7e1b_evals__employment_offer_4cf5a872	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/evals__document_9bff7e1b.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/evals__employment_offer_4cf5a872.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/evals__document_9bff7e1b_evals__employment_offer_4cf5a872_redline.docx
evals__employment_offer_4cf5a872_evals__lease_agreement_7081191d	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/evals__employment_offer_4cf5a872.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/evals__lease_agreement_7081191d.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/evals__employment_offer_4cf5a872_evals__lease_agreement_7081191d_redline.docx
evals__lease_agreement_7081191d_evals__memorandum_258c774a	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/evals__lease_agreement_7081191d.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/evals__memorandum_258c774a.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/evals__lease_agreement_7081191d_evals__memorandum_258c774a_redline.docx
evals__memorandum_258c774a_evals__nda_7f304918	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/evals__memorandum_258c774a.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/evals__nda_7f304918.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/evals__memorandum_258c774a_evals__nda_7f304918_redline.docx
evals__nda_7f304918_evals__report_with_formatting_03f385ed	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/evals__nda_7f304918.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/evals__report_with_formatting_03f385ed.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/evals__nda_7f304918_evals__report_with_formatting_03f385ed_redline.docx
evals__report_with_formatting_03f385ed_evals__table_doc_4d728d83	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/evals__report_with_formatting_03f385ed.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/evals__table_doc_4d728d83.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/evals__report_with_formatting_03f385ed_evals__table_doc_4d728d83_redline.docx
super_editor__Google_Docs_Originated_comments___TCs_76ac865d_super_editor__Hello_docx_world_12f11074	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/super_editor__Google_Docs_Originated_comments___TCs_76ac865d.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/super_editor__Hello_docx_world_12f11074.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/super_editor__Google_Docs_Originated_comments___TCs_76ac865d_super_editor__Hello_docx_world_12f11074_redline.docx
super_editor__Hello_docx_world_12f11074_super_editor__SD_978_remove_table_borders_47f7ede7	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/super_editor__Hello_docx_world_12f11074.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/super_editor__SD_978_remove_table_borders_47f7ede7.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/super_editor__Hello_docx_world_12f11074_super_editor__SD_978_remove_table_borders_47f7ede7_redline.docx
super_editor__SD_978_remove_table_borders_47f7ede7_super_editor__WordOriginatedComments_c146be65	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/super_editor__SD_978_remove_table_borders_47f7ede7.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/super_editor__WordOriginatedComments_c146be65.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/super_editor__SD_978_remove_table_borders_47f7ede7_super_editor__WordOriginatedComments_c146be65_redline.docx
super_editor__WordOriginatedComments_c146be65_super_editor__advanced_text_78401c31	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/super_editor__WordOriginatedComments_c146be65.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_source/super_editor__advanced_text_78401c31.docx	/Users/arthrod/temp/T/neurotic_docx_bench/corpus/word_redlines_superdoc/docx_redlines_word/super_editor__WordOriginatedComments_c146be65_super_editor__advanced_text_78401c31_redline.docx
